setup,spec,seed,query,scratch_reward,scratch_time_s,targeted_reward,exhaustive_reward,hybrid_reward,decomp_time,targeted_time,exhaustive_time,hybrid_time
path-gold-hazard,X1,0000,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",187.54999999999998,26.93588590621948,224.70999999999998,224.70999999999998,224.70999999999998,14.043004,0.360496,20.886459,7.353752
path-gold-hazard,X1,0001,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",182.34999999999997,25.402770519256592,223.82,223.82,223.82,14.043004,0.309629,20.876422,7.339693
path-gold-hazard,X1,0002,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",178.26,25.709911108016968,205.42,205.42,205.42,14.043004,0.326405,20.887191,7.430734
path-gold-hazard,X1,0003,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",193.85999999999999,27.441808223724365,203.14999999999998,203.14999999999998,203.14999999999998,14.043004,0.306062,20.261202,7.75313
path-gold-hazard,X1,0004,"Find the fastest exit, collect as much gold as possible, avoid hazards at all cost",188.66,26.69373297691345,212.53,212.53,212.53,14.043004,0.319003,20.511453,7.417686
path-gold-hazard-lever,X1,0000,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",219.6800000000001,26.96169686317444,320.81,320.81,320.81,39.230036,0.363878,21.191472,7.469584
path-gold-hazard-lever,X1,0001,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",203.26,25.40962100028992,302.43,302.43,302.43,39.230036,0.321373,21.030325,7.44979
path-gold-hazard-lever,X1,0002,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",270.87,25.185659408569336,300.41,300.41,300.41,39.230036,0.328194,21.29408,7.495382
path-gold-hazard-lever,X1,0003,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",214.45,27.644379377365112,298.44,298.44,298.44,39.230036,0.317366,20.779811,7.35101
path-gold-hazard-lever,X1,0004,"Find the fastest exit after activating the lever, collect as much gold as possible, avoid hazards at all cost",280.06,26.93797993659973,307.62,307.62,307.62,39.230036,0.306174,21.252244,7.516259
